DivisionNm,upto50k,50to99k,100to150k,150kplus,18to34,35to49,50to64,65plus,female,male,englishonly,nonenglish,christian,noreligion,notertiary,tafe,university
Kennedy,0.07110668168818789,0.6834214403327845,0.17436519629083977,0.07110668168818789,0.2578539620569755,0.23337705118038188,0.26427438540840603,0.24449460135423656,0.4901372788107559,0.509862721189244,0.9011602108999791,0.09883978910002088,0.5774828444310384,0.42251715556896163,0.23943169908000467,0.5601749414489603,0.20039335947103504
Kingsford Smith,0.15094850948509486,0.5131730882526216,0.18492989277718863,0.15094850948509486,0.3567921981686339,0.26044699094902873,0.19753347800772772,0.18522733287460966,0.5067955382282867,0.49320446177171323,0.6129088147476509,0.3870911852523491,0.603321057828303,0.39667894217169697,0.1303751394655497,0.3234137508459386,0.5462111096885117
Kingston,0.04357334096343682,0.7731406732203806,0.13971264485274582,0.04357334096343682,0.2626858608371752,0.24774829786584435,0.24438982688608676,0.24517601441089365,0.510143880561074,0.489856119438926,0.9115767665926167,0.08842323340738337,0.3947986488626168,0.6052013511373833,0.10480451609722427,0.611978011142336,0.2832174727604398
Kooyong,0.23025350101162376,0.3842385051771333,0.15525449279961914,0.23025350101162376,0.29964431822974513,0.2320296354613319,0.2321631918572774,0.23616285445164556,0.5243777799347946,0.4756222200652053,0.7173489970600936,0.2826510029399064,0.47845681624319114,0.5215431837568089,0.07932192980871701,0.21023065946570815,0.7104474107255748
LINGIARI,0.07868852459016394,0.6426229508196721,0.2,0.07868852459016394,0.369882128300224,0.2842140050673815,0.23469075508880158,0.11121311154359294,0.4883826137309544,0.5116173862690456,0.5618914876949529,0.43810851230504716,0.5511086399019586,0.4488913600980414,0.26373069551232625,0.47018131347623976,0.266087991011434
La Trobe,0.05817331123891217,0.7235598011502096,0.16009357637196608,0.05817331123891217,0.3360285788969243,0.31211117887949813,0.20243966193256077,0.14942058029101682,0.5067749321255646,0.49322506787443543,0.7301257977256611,0.26987420227433884,0.49311165433617715,0.5068883456638228,0.11506014685205436,0.5331849190230693,0.3517549341248763
Lalor,0.049641425046267736,0.7390306909315237,0.16168645897594078,0.049641425046267736,0.3648066692766506,0.32082843961341534,0.18726634886273788,0.1270985422471962,0.49977527341734224,0.5002247265826578,0.5173278748654117,0.4826721251345883,0.6181584551654731,0.3818415448345269,0.13342455586993832,0.43113085022496406,0.43544459390509765
Leichhardt,0.07884303137862024,0.6747347354906922,0.16757920175206736,0.07884303137862024,0.2740310764504313,0.26780544724093114,0.25957845917523337,0.19858501713340423,0.5043417358971877,0.49565826410281233,0.7948604593882822,0.20513954061171774,0.5155675311552711,0.48443246884472885,0.20005656846960532,0.506538009660154,0.29340542187024066
Lilley,0.10374492404872913,0.5932771845390284,0.1992329673635133,0.10374492404872913,0.309392437907373,0.2785375994498023,0.21287337636963283,0.19919658627319192,0.5127567125933078,0.48724328740669215,0.8373559694025756,0.16264403059742438,0.5417615524972065,0.4582384475027935,0.0993024302430243,0.4382200720072007,0.462477497749775
Lindsay,0.05266111354669005,0.7215081104778606,0.1731696624287593,0.05266111354669005,0.337021839027464,0.28488327416355447,0.21181243948545345,0.16628244732352807,0.5067772120544929,0.4932227879455071,0.7857033108187008,0.21429668918129913,0.6379642442406247,0.3620357557593753,0.16101387899911304,0.5408312408649703,0.29815488013591673
Longman,0.05486183021664535,0.7447564516456519,0.14551988792105744,0.05486183021664535,0.27221040147894937,0.23626216470752381,0.23654818793819107,0.2549792458753357,0.5096499643586432,0.4903500356413568,0.9341138096405741,0.06588619035942588,0.4869033777539278,0.5130966222460722,0.14587483207485988,0.648191040904248,0.2059341270208922
Lyne,0.06950839559954783,0.710579282582922,0.1504039262179823,0.06950839559954783,0.17011389234574126,0.18341708542713567,0.2695846001165703,0.3768844221105528,0.5111545516282789,0.48884544837172106,0.9707801629022789,0.02921983709772112,0.594907116638055,0.40509288336194504,0.1742316844716723,0.5996152093564883,0.2261531061718394
